"Ticker","Cluster","Qtr","Revenue","Cost.of.Rev","Net.Income","Diluted.EPS","EBIT"
"OTIC",7,"5170",0.01,0.01,-26.76,-0.91,-26.87
"OTTR",6,"5171",196.64,85.97,17.51,0.44,29.16
"OTTR",6,"5172",214.12,94.47,19.59,0.49,32.8
"OTTR",6,"5173",206.24,89.53,14.52,0.38,27.57
"OTTR",6,"5174",197.18,86.88,14.62,0.37,27.29
"OTTR",6,"5175",203.48,96.08,15.68,0.41,27.08
"OUTR",1,"5176",518.03,351.58,40.55,2.39,72.27
"OUTR",1,"5177",1154.01,774.8,-10.02,3.6,65.0599999999999
"OUTR",1,"5178",535.96,375.97,38.45,1.99,69.8
"OUTR",1,"5179",527.15,378.09,17.02,1.26,37.47
"OUTR",1,"5180",512.05,340.2,37.34,2.15,72.1999999999999
"OVAS",2,"5181",0.12,1.43,-22.64,-0.54,-22.37
"OVAS",2,"5182",0.06,0.27,-14.89,-0.39,-14.59
"OVAS",2,"5183",0.2,1.56,-19.29,-0.54,-18.96
"OVAS",2,"5184",0.19,1.23,-18.57,-0.62,-18.24
"OVAS",2,"5185",0.15,1.18,-21.76,-0.8,-21.44
"OXFD",2,"5186",23.7,11.2,-4.86,-0.17,-7.21
"OXFD",2,"5187",26.11,11.5,-4,-0.18,-4.25
"OXFD",2,"5188",21.5,10.5,-8.07,-0.36,-6.96
"OXFD",2,"5189",19.15,8.61,-6.45,-0.29,-7.34
"OXFD",2,"5190",17.11,8.16,-7.05,-0.32,-7.19
"OXM",4,"5191",272.36,112.95,17.2,1.03,29.96
"OXM",4,"5192",261.05,114.39,10.01,0.72,19.52
"OXM",4,"5193",256.24,104.77,20.18,1.21,32.01
"OXM",4,"5194",222.31,104.03,-1.6,-0.1,-0.319999999999993
"OXM",4,"5195",283,117.29,23.88,1.44,38.69
"OZRK",4,"5196",0,0,54.47,0.59,0
"OZRK",4,"5197",0,0,89.19,0.72,0
"OZRK",4,"5198",0,0,87.79,0.71,0
"OZRK",4,"5199",0,0,76.03,0.66,0
"OZRK",4,"5200",0,0,51.69,0.56,0
"PACB",7,"5201",25.72,14.35,-19.03,-0.21,-17.88
"PACB",7,"5202",25.12,12.48,-17.49,-0.19,-16.73
"PACB",7,"5203",24.91,15.98,-23.87,-0.26,-23.3
"PACB",7,"5204",20.75,10.1,-18.5,-0.21,-18.07
"PACB",7,"5205",19.13,9.62,-19.35,-0.23,-18.56
"PAHC",4,"5206",187.99,126.99,12.18,0.31,21.82
"PAHC",4,"5207",189.17,132.67,15.22,0.38,20.09
"PAHC",4,"5208",191.6,128.1,13.42,0.39,22.63
"PAHC",4,"5209",189.86,129.24,23.64,0.59,29.97
"PAHC",4,"5210",183.46,124.67,18.58,0.46,21.17
"PATK",4,"5211",345.43,287.88,17.47,1.12,23.92
"PATK",4,"5212",323.94,270.95,14.82,0.96,22.1
"PATK",4,"5213",304.15,255.3,12.03,0.79,20.12
"PATK",4,"5214",278.64,233.28,12.03,0.8,20.62
"PATK",4,"5215",315.16,259.88,16.7,1.1,28
"PAYC",9,"5216",119.51,17.15,25.61,0.44,38.67
"PAYC",9,"5217",87.81,15.48,8.63,0.14,12.68
"PAYC",9,"5218",90.13,11.97,18.59,0.31,28.71
"PAYC",9,"5219",77.33,14.75,6.2,0.1,0.590000000000003
"PAYC",9,"5220",164.01,23.84,29.01,0.49,44.71
"PB",4,"5221",0,0,68.79,0.99,0
"PB",4,"5222",0,0,68.65,0.99,0
"PB",4,"5223",0,0,68.56,0.97,0
"PB",4,"5224",0,0,68.07,0.98,0
"PB",4,"5225",0,0,68.95,0.97,0
"PBH",5,"5226",240.67,110.49,11.09,0.23,51.63
"PBH",5,"5227",216.76,92.22,31.64,0.55,69.28
"PBH",5,"5228",240.67,110.49,11.09,0.23,51.63
"PBH",5,"5229",216.76,92.22,31.64,0.55,69.28
"PBH",5,"5230",215.05,91.09,32.2,0.6,71.06
"PBH",5,"5231",209.57,87.98,-5.53,0.58,12.21
"PBH",5,"5232",207.85,89.6,13.94,0.45,47.75
"PBH",5,"5233",207.85,89.6,13.94,0.45,47.75
"PBH",5,"5234",215.05,91.09,32.2,0.6,71.06
"PBH",5,"5235",209.57,87.98,-5.53,0.58,12.21
"PBPB",7,"5236",102.36,27.8,1.96,0.11,2.77
"PBPB",7,"5237",103.78,28.48,1.79,0.12,2.84
"PBPB",7,"5238",101.7,26.66,0.68,0.04,1.26000000000001
"PBPB",7,"5239",105.04,28.5,3.37,0.15,5.52000000000001
"PBPB",7,"5240",95.95,26.25,1.09,0.04,1.88000000000001
"PBYI",2,"5241",0,0,-72.66,-2.03,-72.87
"PBYI",2,"5242",0,0,-65.78,-2.02,-66
"PBYI",2,"5243",0,0,-72.86,-1.97,-73.2
"PBYI",2,"5244",0,0,-66.6,-2.05,-66.48
"PBYI",2,"5245",0,0,-70.97,-2.19,-71.25
"PCBK",3,"5246",0,0,6.86,0.34,0
"PCBK",3,"5247",0,0,4.85,0.29,0
"PCBK",3,"5248",0,0,2.61,0.2,0
"PCBK",3,"5249",0,0,6.55,0.31,0
"PCBK",3,"5250",0,0,5.46,0.28,0
"PCCC",9,"5251",735.55,637.42,13,0.49,21.9
"PCCC",9,"5252",708.49,611.52,13.59,0.51,22.45
"PCCC",9,"5253",670.59,583.86,7.43,0.28,11.45
"PCCC",9,"5254",572.39,490.2,9.06,0.34,15.16
"PCCC",9,"5255",676.16,582.29,12.46,0.47,21.01
"PCH",4,"5256",149.68,112.78,16.92,0.41,23.91
"PCH",4,"5257",141.5,113.38,-31.24,0.01,-34.22
"PCH",4,"5258",127.9,109.81,0.16,0,5.08000000000001
"PCH",4,"5259",155.68,116.98,14.37,0.34,25.71
"PCH",4,"5260",174.03,122.13,27.65,0.68,39
"PCRX",7,"5261",69.64,23.05,-7.96,-0.21,-6.44
"PCRX",7,"5262",69.28,24.58,-19.87,-0.46,-17.77
"PCRX",7,"5263",72.9,23.62,-3.97,-0.11,-2.45999999999999
"PCRX",7,"5264",68.36,43.15,-22.16,-0.59,-20.86
"PCRX",7,"5265",65.47,20.28,-3.85,-0.1,-2.26000000000001
"PCTY",3,"5266",65.02,28.36,-2.57,-0.05,-2.51000000000001
"PCTY",3,"5267",59.84,26.58,-5.41,-0.11,-5.03999999999999
"PCTY",3,"5268",90.27,32.08,14.8,0.27,14.88
"PCTY",3,"5269",68.65,30.38,-1.67,-0.03,-1.64999999999999
"PCTY",3,"5270",70.57,27.21,6.16,0.12,6.19999999999999
"PCYG",2,"5271",4.79,1.19,1.38,0.06,1.39
"PCYG",2,"5272",4.22,1.2,0.61,0.02,0.68
"PCYG",2,"5273",4.75,1.34,0.9,0.03,0.94
"PCYG",2,"5274",3.79,1.06,0.5,0.02,0.5
"PCYG",2,"5275",3.58,1.05,0.3,0.01,0.33
"PDCE",6,"5276",20.1,7.82,-95.45,-1.96,-143.28
"PDCE",6,"5277",90.83,6.42,-71.53,-1.68,-103.03
"PDCE",6,"5278",163.89,12.94,-23.31,-0.44,-15.29
"PDCE",6,"5279",273.71,15.93,46.15,0.73,91.71
"PDCE",6,"5280",108.1,13.73,-55.64,-0.88,-70.51
"PDFS",2,"5281",27.26,11.45,1.89,0.06,3.14
"PDFS",2,"5282",26.69,10.65,2.21,0.07,3.76
"PDFS",2,"5283",25.08,10.21,2.06,0.07,3.32
"PDFS",2,"5284",24.29,11.43,0.52,0.02,-0.41
"PDFS",2,"5285",28.43,12.14,2.94,0.09,2.74
"PDLI",8,"5286",45.44,2.55,7.24,0.04,18.51
"PDLI",8,"5287",66.49,4.07,-10.34,0.16,-10.02
"PDLI",8,"5288",53.64,0,13.91,0.09,32.66
"PDLI",8,"5289",21.05,0,4.15,0.04,11.14
"PDLI",8,"5290",103.12,0,55.89,0.34,93.27
"PDVW",2,"5291",1.26,1.96,-14.01,-0.97,-7.56
"PDVW",2,"5292",1.34,1.83,-7.29,-0.51,-7.3
"PDVW",2,"5293",1.14,1.67,-7.83,-0.54,-7.85
"PDVW",2,"5294",1.05,1.58,-10.05,-0.7,-10.07
"PDVW",2,"5295",0.95,1.7,-6.77,-0.47,-6.8
"PEB",5,"5296",196.25,121.91,16.58,0.09,30.01
"PEB",5,"5297",408.52,244.22,90.77,0.69,115.66
"PEB",5,"5298",182.18,114.44,14.03,0.15,20.53
"PEB",5,"5299",198.94,122.78,18.36,0.19,29
"PEB",5,"5300",208.96,116.93,-35.42,-0.5,35.34
"PEBO",3,"5301",0,0,8.81,0.48,0
"PEBO",3,"5302",0,0,7.41,0.41,0
"PEBO",3,"5303",0,0,7.79,0.44,0
"PEBO",3,"5304",0,0,7.96,0.47,0
"PEBO",3,"5305",0,0,8,0.44,0
"PEGA",8,"5306",223.25,68.09,27.02,0.33,31.24
"PEGA",8,"5307",189,60.1,3.65,0.06,6.36000000000001
"PEGA",8,"5308",178.86,56.51,10.4,0.14,14.13
"PEGA",8,"5309",199.61,62.21,11.92,0.15,11.78
"PEGA",8,"5310",182.8,60.44,2.42,0.03,5.5
"PEGI",9,"5311",100.83,72.91,5.65,0.06,13.37
"PEGI",9,"5312",81.06,75.57,13.79,0.16,-6.48
"PEGI",9,"5313",93.44,77.04,-3.22,-0.04,4.11
"PEGI",9,"5314",87.64,75.66,-23.67,-0.32,1.52
"PEGI",9,"5315",91.91,75.08,-4.01,-0.05,2.09
"PEI",9,"5316",104.86,38.33,-23.86,0.14,-15.81
"PEI",9,"5317",98.86,37.25,2.6,0.14,15.44
"PEI",9,"5318",89.26,36.98,-0.43,-0.09,11.17
"PEI",9,"5319",101.97,43.11,1.72,-0.05,15.35
"PEI",9,"5320",94.25,37.53,8.19,-0.02,1.15000000000001
"PEIX",2,"5321",254.54,216,-10.83,-0.69,34.87
"PEIX",2,"5322",233.81,226.84,1.05,0.06,3.80000000000001
"PEIX",2,"5323",225.46,224.61,-5.45,-0.65,-2.34
"PEIX",2,"5324",215.29,193.69,8.59,0.62,15.98
"PEIX",2,"5325",233.88,230.36,-4.97,-0.21,-1.56
"PEN",2,"5326",67.19,24.31,-1.11,-0.04,-1.36
"PEN",2,"5327",65.11,23.64,0.18,0.01,-0.670000000000002
"PEN",2,"5328",73.21,25.5,-3.11,-0.1,-2.05000000000001
"PEN",2,"5329",73.11,26.52,14.96,0.35,-1.15000000000001
"PEN",2,"5330",57.92,18.01,2.29,0.07,1.84
"PENN",1,"5331",1525.87,874.47,57.74,0.57,289.86
"PENN",1,"5332",776.22,433.13,5.1,0.23,116.89
"PENN",1,"5333",742.91,428.6,5.03,0.07,113.85
"PENN",1,"5334",765.6,438.78,46.53,0.45,139.3
"PENN",1,"5335",756.45,433.4,23.71,0.23,140.53
"PERY",8,"5336",193.96,122.86,-5.17,-0.34,-5.28
"PERY",8,"5337",242.09,151,12.77,0.83,16.42
"PERY",8,"5338",204.18,125.69,9,0.66,8.43000000000001
"PERY",8,"5339",201.65,127.82,-3.56,-0.24,-2.53999999999999
"PERY",8,"5340",261.29,166.21,14.25,0.95,21.68
"PES",3,"5341",68.35,51.69,-34.62,-0.49,-29.89
"PES",3,"5342",62.29,43.52,-29.99,-0.45,-26.32
"PES",3,"5343",74.95,52.29,-27.7,-0.43,-23.02
"PES",3,"5344",95.76,72.75,-25.12,-0.33,-18.87
"PES",3,"5345",71.48,56.46,-36.08,-0.47,-34.52
"PETS",7,"5346",52.87,36.22,4.82,0.24,7.66
"PETS",7,"5347",63.03,40.88,7.5,0.37,11.69
"PETS",7,"5348",55.39,37.73,5.42,0.27,8.58
"PETS",7,"5349",60.79,42.73,4.9,0.24,7.73
"PETS",7,"5350",72.49,50.03,6.59,0.32,10.4
"PETX",2,"5351",3.79,3.42,-12.61,-0.34,-11.84
"PETX",2,"5352",0.29,1.14,-23.33,-0.5,-22.91
"PETX",2,"5353",0.04,0.3,-13.37,-0.38,-12.61
"PETX",2,"5354",3.79,3.42,-12.61,-0.34,-11.84
"PETX",2,"5355",0.29,1.14,-23.33,-0.5,-22.91
"PETX",2,"5356",0.04,0.3,-13.37,-0.38,-12.61
"PETX",2,"5357",38.05,1.76,21.2,0.69,21.96
"PETX",2,"5358",0.17,0.04,-18.07,-0.52,-17.26
"PETX",2,"5359",0.17,0.04,-18.07,-0.52,-17.26
"PETX",2,"5360",38.05,1.76,21.2,0.69,21.96
"PFBC",7,"5361",0,0,10.28,0.71,0
"PFBC",7,"5362",0,0,7.84,0.56,0
"PFBC",7,"5363",0,0,10.06,0.71,0
"PFBC",7,"5364",0,0,9.88,0.69,0
"PFBC",7,"5365",0,0,8.59,0.61,0
"PFBI",7,"5366",0,0,3.41,0.34,0
"PFBI",7,"5367",0,0,3.16,0.34,0
"PFBI",7,"5368",0,0,3.66,0.36,0
"PFBI",7,"5369",0,0,2.62,0.27,0
"PFBI",7,"5370",0,0,2.98,0.3,0
"PFGC",1,"5371",4051.8,3534.6,22.9,0.22,51.3000000000002
"PFGC",1,"5372",4235,3713.6,20.8,0.2,46.6999999999998
"PFGC",1,"5373",3909.1,3428.3,9.4,0.09,37.5999999999999
"PFGC",1,"5374",4046.1,3534.8,12.2,0.12,31.5999999999999
"PFGC",1,"5375",4372.9,3811.6,29.2,0.29,66.7999999999993
"PFIS",3,"5376",0,0,4.8,0.65,0
"PFIS",3,"5377",0,0,4.86,0.66,0
"PFIS",3,"5378",0,0,4.88,0.66,0
"PFIS",3,"5379",0,0,4.73,0.64,0
"PFIS",3,"5380",0,0,5.12,0.69,0
"PFNX",2,"5381",2.82,0.81,-10.03,-0.43,-10.07
"PFNX",2,"5382",3.13,1.44,-10.17,-0.43,-10.22
"PFNX",2,"5383",2.76,1.28,-8.21,-0.35,-8.21
"PFNX",2,"5384",5.47,1.31,-10.64,-0.45,-10.9
"PFNX",2,"5385",48.82,1.28,34.5,1.46,34.44
"PFPT",4,"5386",89.9,26.66,-38.3,-0.71,-32.01
"PFPT",4,"5387",79,24.82,-31.66,-0.75,-25.6
"PFPT",4,"5388",99.78,27.28,-18.37,-0.46,-11.85
"PFPT",4,"5389",106.81,29.83,-22.88,-0.53,-16.12
"PFPT",4,"5390",113.25,32.38,-25.48,-0.59,-17.95
"PFS",4,"5391",0,0,22.91,0.36,0
"PFS",4,"5392",0,0,23.51,0.37,0
"PFS",4,"5393",0,0,22.57,0.35,0
"PFS",4,"5394",0,0,21.36,0.34,0
"PFS",4,"5395",0,0,20.97,0.33,0
"PFSI",6,"5396",395.63,27.52,23.68,0.31,139.27
"PFSI",6,"5397",327.42,25.47,14.47,0.19,84.22
"PFSI",6,"5398",261.77,20.99,5.17,0.23,30.11
"PFSI",6,"5399",289.1,29.47,10.88,0.14,62.03
"PFSI",6,"5400",377.4,32.24,22.74,0.29,129.41
"PFSW",2,"5401",77.2,59.78,-2.18,-0.07,-1.38
"PFSW",2,"5402",79.91,62.35,-1.04,-0.05,-0.0100000000000051
"PFSW",2,"5403",102.45,81.72,-3.56,-0.16,-1.64999999999999
"PFSW",2,"5404",75.08,57.33,-0.75,-0.04,0.200000000000003
"PFSW",2,"5405",78.77,60.49,-4.86,-0.26,-3.44
"PGC",2,"5406",0,0,6.56,0.4,0
"PGC",2,"5407",0,0,7.98,0.46,0
"PGC",2,"5408",0,0,7.31,0.43,0
"PGC",2,"5409",0,0,7.12,0.43,0
"PGC",2,"5410",0,0,5.49,0.34,0
"PGEM",5,"5411",430.01,340.49,-3.64,-0.05,11.82
"PGEM",5,"5412",510.55,375.26,41.65,0.61,61.95
"PGEM",5,"5413",408.61,321.91,-27.58,-0.21,-10.98
"PGEM",5,"5414",462.29,358.81,6.66,0.17,21.36
"PGEM",5,"5415",530.39,393.59,54.76,1.22,23.54
"PGEM",5,"5416",430.01,340.49,-3.64,-0.05,11.82
"PGEM",5,"5417",462.29,358.81,6.66,0.17,21.36
"PGEM",5,"5418",530.39,393.59,54.76,1.22,23.54
"PGEM",5,"5419",510.55,375.26,41.65,0.61,61.95
"PGEM",5,"5420",408.61,321.91,-27.58,-0.21,-10.98
"PGND",3,"5421",85.61,39.92,3.8,0.08,11.31
"PGND",3,"5422",80.73,34.77,7.42,0.17,11.6
"PGND",3,"5423",91.24,39.1,7.93,0.16,15.55
"PGND",3,"5424",86.73,36.47,8.12,0.15,16.03
"PGND",3,"5425",77.46,43.11,-53.82,-1.13,-55.91
"PGNX",2,"5426",2.35,0,-16.36,-0.23,-15.25
"PGNX",2,"5427",8.48,0,-5.64,-0.08,-5.71
"PGNX",2,"5428",2.45,0,-12.65,-0.18,-12.72
"PGNX",2,"5429",4.65,0,-7.2,-0.1,-4.67
"PGNX",2,"5430",53.85,0,36.3,0.52,36.2
"PGTI",3,"5431",112.72,80.98,3,0.06,8.95
"PGTI",3,"5432",119.03,81.56,7.35,0.15,16.85
"PGTI",3,"5433",100.21,70.22,1.48,0.07,6.48999999999999
"PGTI",3,"5434",109.5,77.94,4.12,0.08,10.77
"PGTI",3,"5435",129.81,88.72,10.8,0.21,21.56
"PHH",6,"5436",130,115,-67,-0.86,-89
"PHH",6,"5437",130,115,-67,-0.86,-89
"PHH",6,"5438",92,116,-133,-1.87,-186
"PHH",6,"5439",215,134,-27,-0.38,-11
"PHH",6,"5440",215,139,-12,-0.11,-1
"PHH",6,"5441",175,131,-30,-0.47,-31
"PHH",6,"5442",175,131,-30,-0.47,-31
"PHH",6,"5443",92,116,-133,-1.87,-186
"PHH",6,"5444",215,134,-27,-0.38,-11
"PHH",6,"5445",215,139,-12,-0.11,-1
"PHIIK",8,"5446",134.62,136.51,-15.25,-0.97,-15.94
"PHIIK",8,"5447",164.02,152.55,-8.93,-0.56,-0.569999999999993
"PHIIK",8,"5448",144.85,142.64,-17.06,-1.05,-5.86000000000001
"PHIIK",8,"5449",158.09,144.94,-4.97,-0.31,-0.509999999999991
"PHIIK",8,"5450",167.14,152.42,4.28,0.09,7.16999999999999
"PHX",2,"5451",9.4,3.64,0.74,-0.05,-1.92
"PHX",2,"5452",11.65,3.72,-0.79,-0.05,0.4
"PHX",2,"5453",6.62,3.42,-7.44,-0.44,-12.61
"PHX",2,"5454",9.75,3.42,-2.24,-0.13,-0.34
"PHX",2,"5455",11.23,3.48,3.47,0.21,1.92
"PICO",2,"5456",26.19,12.53,4.64,0.34,9.47
"PICO",2,"5457",83.71,66.61,-3.4,-0.08,-2.79000000000001
"PICO",2,"5458",0.79,0.04,-6.8,-0.21,-4.7
"PICO",2,"5459",115.29,88.58,-8.77,-0.34,-8.16999999999999
"PICO",2,"5460",96.71,78.98,-2.9,0.01,-2.24000000000001
"PIR",5,"5461",528.35,321.44,26.64,0.33,44.75
"PIR",5,"5462",418.37,269.4,-6.02,-0.07,-7.81
"PIR",5,"5463",557.72,345.43,18.68,0.23,33.6
"PIR",5,"5464",475.9,279.51,13.58,0.17,22.25
"PIR",5,"5465",405.82,260.79,-4.07,-0.05,-4.34000000000003
"PJC",5,"5466",205.49,6.77,20.27,1.3,22.81
"PJC",5,"5467",227.6,7.11,-36.98,1.58,-59.28
"PJC",5,"5468",159.6,7.81,2.44,0.64,3.44
"PJC",5,"5469",206.28,7.44,10.66,0.7,18.46
"PJC",5,"5470",335.99,15.63,4.38,0.94,9.94999999999999
"PJT",2,"5471",173.5,0,6.75,0.37,30.4
"PJT",2,"5472",120.97,0,1.33,0.07,7.51000000000001
"PJT",2,"5473",121.35,0,-9.71,-0.53,1.86
"PJT",2,"5474",89.28,0,-0.32,-0.02,-9.47
"PJT",2,"5475",115.3,0,0.26,0.01,4.61999999999999
"PKD",9,"5476",98.27,118.02,-39.81,-0.3,-27.14
"PKD",9,"5477",130.5,143.93,-95.83,-0.78,-23.27
"PKD",9,"5478",105.29,125.51,-39.82,-0.32,-28.22
"PKD",9,"5479",94.03,113.72,-48.93,-0.38,-30.19
"PKD",9,"5480",97.19,119.15,-46.23,-0.37,-29.58
"PKE",2,"5481",27.6,20.21,2.48,0.13,2.59
"PKE",2,"5482",26.46,19.83,1.88,0.1,1.91
"PKE",2,"5483",29.06,21.82,1.98,0.1,2.1
"PKE",2,"5484",31.49,22.7,2.95,0.15,3.38
"PKE",2,"5485",35.76,25.03,4.57,0.23,5.43
"PKOH",6,"5486",343.8,288.3,9.8,0.6,22.2
"PKOH",6,"5487",306.8,260.2,6.5,0.53,16.7
"PKOH",6,"5488",312.7,258.4,13.5,1.1,20.9
"PKOH",6,"5489",329.4,275.1,9,0.73,20.3
"PKOH",6,"5490",328,280.2,2.7,0.43,11.3
"PKY",7,"5491",0,0,0,0,0
"PKY",7,"5492",71.36,32.19,-12.45,-0.06,-3.75
"PKY",7,"5493",68.93,33.57,-14.22,-0.29,-7.28999999999999
"PKY",7,"5494",0,0,0,0,0
"PKY",7,"5495",0,0,0,0,0
"PLAB",4,"5496",109.83,86.83,1.95,0.03,8.64
"PLAB",4,"5497",107.37,86.83,5.26,0.08,5.30000000000001
"PLAB",4,"5498",123.21,91.76,8.09,0.12,14.82
"PLAB",4,"5499",108.3,88.14,1.8,0.03,5.53999999999999
"PLAB",4,"5500",122.92,91.64,11.85,0.16,14.81
"PLCE",5,"5501",520.77,332.92,34.2,1.89,48.66
"PLCE",5,"5502",473.78,279.26,44.17,2.38,62.08
"PLCE",5,"5503",371.42,247.54,-2.01,-0.01,-2.94
"PLCE",5,"5504",436.68,266.08,36.23,1.99,42.29
"PLCE",5,"5505",419.35,254,25.98,1.33,39.61
"PLCM",5,"5506",290.07,126.25,3.33,0.07,7.24000000000001
"PLCM",5,"5507",316.84,135.72,15.56,0.17,13.94
"PLCM",5,"5508",287.78,126.51,-10,-0.01,-1.41000000000003
"PLCM",5,"5509",303.11,124.22,13.57,0.1,19.9
"PLCM",5,"5510",316.57,130.65,19.65,0.15,24.91
"PLKI",3,"5511",64,21.1,10.4,0.6,17.7
"PLKI",3,"5512",61.7,20.5,10.3,0.47,17.5
"PLKI",3,"5513",61,18.4,9.2,0.45,17.2
"PLKI",3,"5514",82.2,27.6,12.9,0.57,22.1
"PLKI",3,"5515",59,19.7,9.6,0.42,15.8
"PLNT",8,"5516",91.1,36.31,8.84,0.14,33.05
"PLNT",8,"5517",83.34,38.37,3.37,0.1,25.61
"PLNT",8,"5518",116.42,59.4,10.57,0.19,36.07
"PLNT",8,"5519",87.01,41.11,3.42,0.08,26.16
"PLNT",8,"5520",91.47,43.56,4.13,0.11,27.83
"PLOW",3,"5521",130.14,88.47,10.1,0.42,22.65
"PLOW",3,"5522",123.57,86.93,7.3,0.26,16.49
"PLOW",3,"5523",113.76,72.24,16.33,0.7,28.48
"PLOW",3,"5524",72.25,55.06,-3.28,-0.15,-0.620000000000005
"PLOW",3,"5525",48.79,34.66,5.28,-0.07,11.54
"PLPC",2,"5526",84.57,59.9,1.52,0.3,2.25999999999999
"PLPC",2,"5527",78.68,54.39,2.66,0.51,3.68000000000001
"PLPC",2,"5528",86.43,56.97,5.1,1,7.09
"PLPC",2,"5529",88.3,59.44,4.74,0.92,6.63
"PLPC",2,"5530",83.22,56.41,2.75,0.53,4.08
"PLPM",2,"5531",12.73,5.31,1.42,0.03,2.07
"PLPM",2,"5532",13.93,5.04,19.8,0.36,3.79
"PLPM",2,"5533",13.62,5.66,2.23,0.04,2.51
"PLPM",2,"5534",26.79,12.45,3.04,0.06,3.53
"PLPM",2,"5535",13.68,6.19,1.76,0.03,2.01
"PLPM",2,"5536",12.73,5.31,1.42,0.03,2.07
"PLPM",2,"5537",13.93,5.04,19.8,0.36,3.79
"PLPM",2,"5538",13.62,5.66,2.23,0.04,2.51
"PLPM",2,"5539",26.79,12.45,3.04,0.06,3.53
"PLPM",2,"5540",13.68,6.19,1.76,0.03,2.01
"PLT",6,"5541",216.18,105.74,20.47,0.61,31.95
"PLT",6,"5542",223.11,110.03,20.39,0.71,31.26
"PLT",6,"5543",209.8,102.97,12.98,0.54,17.94
"PLT",6,"5544",208.95,101.28,19.52,0.62,30.01
"PLT",6,"5545",232.93,122.75,22.22,0.68,31.86
"PLUG",7,"5546",15.23,19.71,-24.04,-0.13,-19.63
"PLUG",7,"5547",17.56,17.18,-13.39,-0.07,-13.26
"PLUG",7,"5548",20.46,20.07,-13.13,-0.07,-13.38
"PLUG",7,"5549",15.33,15.16,-11.75,-0.07,-12.95
"PLUG",7,"5550",32.58,29.57,-19.21,-0.11,-11.94
"PLUS",4,"5551",371.46,289.53,16.77,1.21,28.2
"PLUS",4,"5552",298.5,230.84,10.67,0.75,17.48
"PLUS",4,"5553",326.66,252.87,12.62,0.91,21.31
"PLUS",4,"5554",332.77,256.39,10.49,0.75,18.74
"PLUS",4,"5555",299.4,232.46,9.96,0.68,16.38
"PLXS",5,"5556",653.06,591.53,19.09,0.6,23.65
"PLXS",5,"5557",667.62,605.12,26.1,0.81,30.92
"PLXS",5,"5558",635.02,570.66,28.18,0.82,33.9
"PLXS",5,"5559",604.35,540.55,29.3,0.84,32.5700000000001
"PLXS",5,"5560",618.66,565.39,16.79,0.54,23.35
"PMBC",7,"5561",0,0,0.31,0.03,0
"PMBC",7,"5562",0,0,-30.53,-1.33,0
"PMBC",7,"5563",0,0,1.78,0.08,0
"PMBC",7,"5564",0,0,0.28,0.01,0
"PMBC",7,"5565",0,0,-4.71,-0.21,0
"PMC",6,"5566",512.6,434.1,7.3,0.37,12
"PMC",6,"5567",566.8,478.9,3.5,0.24,9.19999999999993
"PMC",6,"5568",534.4,450.7,7.7,0.45,11
"PMC",6,"5569",519.6,437.8,2.5,0.28,7.5
"PMC",6,"5570",524.5,442.5,4.1,0.38,7.89999999999998
"PMT",8,"5571",109.77,92.62,31.17,0.39,13.86
"PMT",8,"5572",101.65,71.11,28.74,0.37,22.6
"PMT",8,"5573",84.22,63.96,14.5,0.2,11.04
"PMT",8,"5574",143.66,89.85,35.41,0.49,45.02
"PMT",8,"5575",168.43,145.58,9.23,0.12,2.88
"PMTS",7,"5576",81.2,52.14,4.03,0.07,11.69
"PMTS",7,"5577",73.72,51.02,-0.33,-0.01,4.53
"PMTS",7,"5578",86.39,56.7,5.71,0.1,13.66
"PMTS",7,"5579",56.01,39.91,-4.51,-0.08,-1.81
"PMTS",7,"5580",67.38,46.94,-4.01,-0.07,-0.910000000000011
"PN",2,"5581",51.53,0,-20.25,-0.19,-28.96
"PN",2,"5582",60.22,0,1.88,0.07,4.67
"PN",2,"5583",60.87,0,-5.37,-0.1,2.45
"PN",2,"5584",56.47,0,14.16,0.46,3.62
"PN",2,"5585",64.61,0,3.4,0.13,7.71
"PNFP",4,"5586",0,0,36.1,0.83,0
"PNFP",4,"5587",0,0,39.65,0.83,0
"PNFP",4,"5588",0,0,27.97,0.71,0
"PNFP",4,"5589",0,0,32.38,0.79,0
"PNFP",4,"5590",0,0,30.79,0.75,0
"PNK",1,"5591",637.42,360.7,-9.03,0.12,84.53
"PNK",1,"5592",595.17,334.36,-0.49,0.12,97.28
"PNK",1,"5593",566.23,307.9,-488.92,5.16,-439.04
"PNK",1,"5594",639.97,359.01,17.22,0.29,111.01
"PNK",1,"5595",580.02,307.16,41.03,0.76,105.68
"PNM",1,"5596",400.37,0,54.55,0.82,108.07
"PNM",1,"5597",315.39,0,27.21,0.34,64.82
"PNM",1,"5598",330.18,0,22.99,0.29,55.96
"PNM",1,"5599",336.23,0,24.94,0.29,63.59
"PNM",1,"5600",310.96,0,10.68,0.14,41.51
"PODD",3,"5601",101.71,42.31,-9.98,-0.17,-5.31
"PODD",3,"5602",87.33,36.87,-4.2,-0.08,-1.29000000000001
"PODD",3,"5603",81.21,37.16,-12.48,-0.19,-7.7
"PODD",3,"5604",103.58,42.64,-9.12,-0.16,-4.13
"PODD",3,"5605",94.87,39.23,-3.08,-0.02,-0.129999999999995
"POL",1,"5606",843.6,669.4,42.3,0.54,71.2
"POL",1,"5607",861.5,667.3,50,0.64,81.1
