"Ticker","Cluster","Qtr","Revenue","Cost.of.Rev","Net.Income","Diluted.EPS","EBIT"
"NRZ",5,"4735",468.44,156.87,225.16,0.9,262.78
"NSA",8,"4736",61.56,0,0.56,0.02,15.8
"NSA",8,"4737",52.95,0,-0.01,0.05,14.3
"NSA",8,"4738",47.28,0,7.37,0.13,12.05
"NSA",8,"4739",39.65,0,2.21,0.09,9.86
"NSA",8,"4740",59.16,0,8.4,0.12,14.75
"NSA",8,"4741",61.56,0,0.56,0.02,15.8
"NSA",8,"4742",59.16,0,8.4,0.12,14.75
"NSA",8,"4743",52.95,0,-0.01,0.05,14.3
"NSA",8,"4744",47.28,0,7.37,0.13,12.05
"NSA",8,"4745",39.65,0,2.21,0.09,9.86
"NSIT",1,"4746",1477.54,1269.32,13.85,0.54,22.95
"NSIT",1,"4747",1168.98,1007.87,6.89,0.21,13.6300000000001
"NSIT",1,"4748",1467.58,1276.61,21.1,0.68,40.6699999999998
"NSIT",1,"4749",1392.72,1210.91,21.64,0.62,36.4100000000001
"NSIT",1,"4750",1456.23,1247.02,35.07,0.98,58.1200000000001
"NSM",5,"4751",789,0,198,1.96,377
"NSM",5,"4752",542,0,45,0.46,135
"NSM",5,"4753",329,0,-92,-0.92,-84
"NSM",5,"4754",427,0,2,0.02,55
"NSM",5,"4755",255,0,-132,-1.31,-157
"NSP",5,"4756",729.07,618.53,9.52,0.45,14.47
"NSP",5,"4757",882.66,723.32,35.63,1.69,53.49
"NSP",5,"4758",702.54,584.74,14.06,0.66,22.78
"NSP",5,"4759",1509.74,1246.46,42.41,1.99,69.0699999999999
"NSP",5,"4760",802.41,652.39,32.69,1.53,53.04
"NSR",1,"4761",300.08,93.56,53.03,1.09,60.8
"NSR",1,"4762",297.56,90.24,38.12,0.82,71.36
"NSR",1,"4763",293.19,87.92,45.44,0.82,76.94
"NSR",1,"4764",324.9,93.96,46.12,0.94,89.09
"NSR",1,"4765",287.3,91.35,31.38,0.6,64.41
"NSTG",2,"4766",25.23,8.43,-11.59,-0.55,-9.88
"NSTG",2,"4767",23.93,8.07,-10.09,-0.51,-8.47
"NSTG",2,"4768",18.06,7.16,-18.85,-0.87,-17.47
"NSTG",2,"4769",14.7,5.87,-14.6,-0.74,-13.28
"NSTG",2,"4770",22.63,7.87,-10.8,-0.55,-9.55
"NTCT",5,"4771",318.92,92.92,22.31,0.26,38.65
"NTCT",5,"4772",318.92,92.92,22.31,0.26,38.65
"NTCT",5,"4773",302.19,81.68,21.25,0.23,33.36
"NTCT",5,"4774",272.05,84.51,-1.27,-0.01,0.810000000000002
"NTCT",5,"4775",268.95,87.03,-9,-0.08,-10.76
"NTCT",5,"4776",285.89,100.85,-3.62,-0.04,-4.92000000000002
"NTCT",5,"4777",302.19,81.68,21.25,0.23,33.36
"NTCT",5,"4778",272.05,84.51,-1.27,-0.01,0.810000000000002
"NTCT",5,"4779",268.95,87.03,-9,-0.08,-10.76
"NTCT",5,"4780",285.89,100.85,-3.62,-0.04,-4.92000000000002
"NTGR",9,"4781",323.66,226.72,15.99,0.47,22.79
"NTGR",9,"4782",367.93,257.22,22.11,0.65,33.04
"NTGR",9,"4783",310.26,209.69,16.59,0.55,25.62
"NTGR",9,"4784",338.46,235.34,21.12,0.62,29.86
"NTGR",9,"4785",311.65,213.87,16.03,0.5,25.51
"NTK",1,"4786",631,442.8,3.9,0.33,28.1
"NTK",1,"4787",618.5,431.3,-14.4,-0.26,14.9
"NTK",1,"4788",685.1,472.6,18.4,1.22,52.8000000000001
"NTK",1,"4789",613.9,426.4,2.6,0.19,28.9
"NTK",1,"4790",703.9,497.2,-2.3,1.6,19.9
"NTLA",2,"4791",5.63,0,-10.56,-0.31,-10.82
"NTLA",2,"4792",6.21,0,-12.63,-0.36,-12.95
"NTLA",2,"4793",4.87,0,-7.48,-0.22,-7.7
"NTLA",2,"4794",4.21,0,-6.9,-0.36,-6.94
"NTLA",2,"4795",1.78,0,-6.69,-0.19,-6.69
"NTRA",7,"4796",49.3,38,-37.91,-0.72,-37.71
"NTRA",7,"4797",53.89,34.26,-26.02,-0.5,-26.65
"NTRA",7,"4798",46.9,33.7,-35.96,-0.68,-37.03
"NTRA",7,"4799",51.98,30.97,-23.16,-0.45,-22.52
"NTRA",7,"4800",61.9,32.34,-8.69,-0.17,-9.61000000000001
"NTRI",3,"4801",149.82,69.14,16.12,0.54,24.64
"NTRI",3,"4802",162.11,78.56,2.55,0.09,3.79000000000002
"NTRI",3,"4803",212.68,98.23,7.48,0.25,9.41
"NTRI",3,"4804",108.95,51.6,8.85,0.29,13.28
"NTRI",3,"4805",124.57,57.69,7.95,0.27,12.34
"NUTR",2,"4806",59.49,29.16,4.62,0.49,7.55
"NUTR",2,"4807",56.62,27.68,4.2,0.46,6.77
"NUTR",2,"4808",60.84,29.42,6.03,0.65,8.54000000000001
"NUTR",2,"4809",56.7,28.51,3.77,0.41,6.3
"NUTR",2,"4810",61.22,30.14,4.46,0.48,7.16
"NUVA",5,"4811",215.1,54.23,-3.37,0.01,12.23
"NUVA",5,"4812",236.21,59.74,30.21,0.11,60.06
"NUVA",5,"4813",249.86,61.61,12.77,0.22,23.21
"NUVA",5,"4814",271.11,66.93,6.38,0.19,30.08
"NUVA",5,"4815",239.65,59.2,3.93,0.11,21.16
"NVAX",3,"4816",2.5,0,-79.35,-0.29,-76.5
"NVAX",3,"4817",4.22,0,-77.25,-0.29,-75.26
"NVAX",3,"4818",5.68,0,-43.85,-0.16,-40.83
"NVAX",3,"4819",5.4,0,-57.11,-0.21,-54.04
"NVAX",3,"4820",3.23,0,-66.25,-0.24,-63.31
"NVCR",7,"4821",34.88,11.66,-18.05,-0.21,-13.37
"NVCR",7,"4822",17.92,9.8,-40.61,-0.43,-37.24
"NVCR",7,"4823",13.05,7.98,-35.44,-0.42,-31.94
"NVCR",7,"4824",30.24,10.97,-22.17,-0.26,-17.88
"NVCR",7,"4825",21.67,11.12,-33.63,-0.39,-28.27
"NVEC",2,"4826",7.3,1.74,3.31,0.68,4.45
"NVEC",2,"4827",6.71,1.39,3.13,0.65,4.18
"NVEC",2,"4828",7.46,1.5,3.48,0.72,4.75
"NVEC",2,"4829",6.85,1.45,3.03,0.63,4.07
"NVEC",2,"4830",6.1,1.47,2.6,0.54,3.28
"NVEE",2,"4831",64.06,32.34,2.27,0.21,2.52
"NVEE",2,"4832",63.02,32.13,3.29,0.31,5.01000000000001
"NVEE",2,"4833",60.09,32.44,3.4,0.33,5.47000000000001
"NVEE",2,"4834",44.91,22.08,2.06,0.25,3.33
"NVEE",2,"4835",55.89,29.68,2.86,0.31,4.59
"NVIV",2,"4836",0,0,-6.39,-0.2,-6.67
"NVIV",2,"4837",0,0,-5.18,-0.16,-5.79
"NVIV",2,"4838",0,0,-6.62,-0.24,-5.57
"NVIV",2,"4839",0,0,-5.43,-0.17,-6.83
"NVIV",2,"4840",0,0,-6.2,-0.19,-5.88
"NVRO",2,"4841",68.44,22.07,-14.51,-0.5,-13.05
"NVRO",2,"4842",41.65,15.66,-9.29,-0.33,-9.02
"NVRO",2,"4843",70.53,21.69,-9.82,-0.34,-6.27
"NVRO",2,"4844",60.92,19.23,-3.89,-0.14,-1.87
"NVRO",2,"4845",55.4,18.84,-8.78,-0.28,-7.19
"NVTA",2,"4846",10.34,9.33,-26.93,-0.64,-27.33
"NVTA",2,"4847",9.24,8.17,-24.85,-0.69,-24.95
"NVTA",2,"4848",3.96,5.99,-25.59,-0.8,-25.3
"NVTA",2,"4849",6.28,7.24,-24.97,-0.77,-24.9
"NVTA",2,"4850",5.58,6.48,-24.85,-0.77,-24.09
"NWBI",8,"4851",0,0,24.49,0.25,0
"NWBI",8,"4852",0,0,17.75,0.17,0
"NWBI",8,"4853",0,0,14.2,0.19,0
"NWBI",8,"4854",0,0,-7.01,0.19,0
"NWBI",8,"4855",0,0,17.98,0.19,0
"NWE",1,"4856",301,96.16,44.6,0.92,56.12
"NWE",1,"4857",367.31,119.82,56.57,1.17,85.14
"NWE",1,"4858",330.59,107.69,45.94,0.95,64.16
"NWE",1,"4859",293.12,81.69,35.57,0.74,63.74
"NWE",1,"4860",332.54,115.43,39.87,0.82,61.93
"NWHM",7,"4861",322.45,283.24,13.78,0.66,18.64
"NWHM",7,"4862",125.02,113.99,0.85,0.04,0.939999999999998
"NWHM",7,"4863",85.24,77.58,-0.81,-0.04,-0.990000000000009
"NWHM",7,"4864",177.9,156.63,5.55,0.27,8.75
"NWHM",7,"4865",108.86,97.71,2.51,0.12,0.269999999999996
"NWN",1,"4866",297.32,143.31,40.31,1.4,76.23
"NWN",1,"4867",233.53,52.04,28.27,1,57.04
"NWN",1,"4868",87.73,29.26,-8.04,-0.29,-4.42999999999999
"NWN",1,"4869",99.18,13.27,2.02,0.07,12.6
"NWN",1,"4870",255.53,92.91,36.64,1.33,74.07
"NX",4,"4871",249.17,188.17,5.43,0.41,8
"NX",4,"4872",248.09,186.63,-3.98,-0.12,19.93
"NX",4,"4873",209.13,162.13,1.46,0.06,4.62
"NX",4,"4874",195.1,154.95,-3.73,-0.09,-3.84
"NX",4,"4875",209.13,162.13,1.46,0.06,4.62
"NX",4,"4876",195.1,154.95,-3.73,-0.09,-3.84
"NX",4,"4877",249.17,188.17,5.43,0.41,8
"NX",4,"4878",248.09,186.63,-3.98,-0.12,19.93
"NX",4,"4879",229.46,176.5,3.94,0.11,10.56
"NX",4,"4880",229.46,176.5,3.94,0.11,10.56
"NXRT",3,"4881",33.08,2.69,7.09,-0.1,4.94
"NXRT",3,"4882",33.66,2.64,14.59,-0.08,6.7
"NXRT",3,"4883",36.99,2.94,-3.62,-0.17,3.85
"NXRT",3,"4884",32.6,2.83,0.22,0.01,4.69
"NXRT",3,"4885",33.51,2.62,-0.01,0,5.52
"NXST",1,"4886",540.32,218.73,6.05,-0.24,78.35
"NXST",1,"4887",309.88,98.19,20.48,0.85,92.48
"NXST",1,"4888",255.66,90.12,21.73,0.69,57.93
"NXST",1,"4889",275.66,100.74,24.8,0.78,72.9
"NXST",1,"4890",261.99,92.94,24.53,0.78,64
"NXTM",7,"4891",91.95,52.77,-0.17,0,0.019999999999996
"NXTM",7,"4892",92.21,53.78,-1.73,-0.03,-1.18000000000001
"NXTM",7,"4893",96.83,55.64,-1.19,-0.02,-1.68000000000001
"NXTM",7,"4894",93.01,55.15,-1.6,-0.02,-2.16
"NXTM",7,"4895",89.21,52.69,-1.28,-0.02,-0.970000000000013
"NYMT",6,"4896",94.9,65.57,19.18,0.13,20.42
"NYMT",6,"4897",89.8,66.08,14.44,0.1,16.8
"NYMT",6,"4898",89.84,67.51,16.95,0.13,17.14
"NYMT",6,"4899",83.89,64.88,12.9,0.09,13.27
"NYMT",6,"4900",96.18,65.46,23.27,0.18,23.44
"NYNY",2,"4901",15.31,12.83,-6.59,-0.21,-6.49
"NYNY",2,"4902",18.53,14.39,-5.39,-0.18,-5.39
"NYNY",2,"4903",14.77,12.23,-11.45,-0.37,-6.35
"NYNY",2,"4904",17.41,13.8,-7.04,-0.23,-7.04
"NYNY",2,"4905",16.2,13.4,-5.18,-0.26,-4.77
"NYRT",4,"4906",39.92,10.09,-11.54,-0.03,-3.28
"NYRT",4,"4907",36.71,10.37,0.49,0,2.79
"NYRT",4,"4908",36.71,10.37,0.49,0,2.79
"NYRT",4,"4909",42.38,11.57,-26.21,-0.15,-14.03
"NYRT",4,"4910",41.26,11.54,-45.27,-0.03,-38.23
"NYT",1,"4911",398.8,153.24,13.18,0.09,29
"NYT",1,"4912",439.65,160.91,37.14,0.33,55.55
"NYT",1,"4913",363.55,156.62,0.41,0.05,8.98000000000002
"NYT",1,"4914",372.63,152.72,-0.21,0.1,9.13999999999999
"NYT",1,"4915",379.51,157.86,-8.27,-0.04,27.93
"OAS",6,"4916",285.12,99.4,23.82,0.11,20.1
"OAS",6,"4917",285.12,99.4,23.82,0.11,20.1
"OAS",6,"4918",217.99,58.55,-54.69,-0.25,-1.82999999999998
"OAS",6,"4919",177.31,58.5,-33.94,-0.14,-39.5
"OAS",6,"4920",179.08,54.77,-89.93,-0.55,-16.57
"OAS",6,"4921",130.28,46.21,-64.45,-0.41,-68.2
"OAS",6,"4922",179.08,54.77,-89.93,-0.55,-16.57
"OAS",6,"4923",130.28,46.21,-64.45,-0.41,-68.2
"OAS",6,"4924",217.99,58.55,-54.69,-0.25,-1.82999999999998
"OAS",6,"4925",177.31,58.5,-33.94,-0.14,-39.5
"OB",9,"4926",292.4,0,32.1,0.34,39.8
"OB",9,"4927",267.9,0,8.2,0.09,5.29999999999995
"OB",9,"4928",307,0,28.3,0.3,36.2
"OB",9,"4929",309,0,24.5,0.26,26.2
"OB",9,"4930",310.5,0,46.4,0.49,41.5
"OCFC",2,"4931",0,0,12.02,0.4,0
"OCFC",2,"4932",0,0,6.05,0.37,0
"OCFC",2,"4933",0,0,4.21,0.3,0
"OCFC",2,"4934",0,0,9.13,0.39,0
"OCFC",2,"4935",0,0,3.66,0.37,0
"OCLR",8,"4936",153.91,93.15,30.27,0.18,33.4
"OCLR",8,"4937",135.49,89.14,3.35,0.03,17.94
"OCLR",8,"4938",162.18,95.39,38.21,0.22,37.74
"OCLR",8,"4939",125.19,85.01,11.84,0.1,12.81
"OCLR",8,"4940",101.05,74.11,0.09,0,2.45999999999999
"OCN",6,"4941",373.05,89.99,-87.38,-0.71,-11.97
"OCN",6,"4942",321.86,67.91,-32.72,-0.27,45.48
"OCN",6,"4943",323.9,30.57,-10.44,-0.09,86
"OCN",6,"4944",359.45,63.55,9.39,0.05,87.77
"OCN",6,"4945",330.76,95.69,-111.33,-0.9,2.09999999999997
"OCUL",2,"4946",0.51,0.13,-12.82,-0.52,-12.47
"OCUL",2,"4947",0.48,0.11,-9.6,-0.39,-9.23
"OCUL",2,"4948",0.47,0.12,-16.02,-0.58,-15.68
"OCUL",2,"4949",0.44,0.1,-11.45,-0.46,-11.11
"OCUL",2,"4950",0.46,0.1,-10.84,-0.44,-10.51
"ODC",2,"4951",64.23,45.67,-0.89,-0.13,-1.23999999999999
"ODC",2,"4952",64.75,46.96,3.21,0.44,3.75
"ODC",2,"4953",65.17,46.05,4.25,0.58,5.58
"ODC",2,"4954",66.61,45.89,2.01,0.28,3.04
"ODC",2,"4955",64.92,46.05,5.26,0.72,3.48
"ODP",1,"4956",2726,2072,229,0.17,58
"ODP",1,"4957",2836,2110,44,0.67,102
"ODP",1,"4958",5459,4131,256,0.28,356
"ODP",1,"4959",2876,2161,46,0.17,85
"ODP",1,"4960",2676,2001,116,0.16,127
"OFG",3,"4961",0,0,15.56,0.27,0
"OFG",3,"4962",0,0,15.12,0.26,0
"OFG",3,"4963",0,0,15.15,0.26,0
"OFG",3,"4964",0,0,14.34,0.21,0
"OFG",3,"4965",0,0,14.17,0.38,0
"OFIX",3,"4966",98.5,19.88,9.9,0.62,9.27
"OFIX",3,"4967",202.75,44.65,-3.6,0.36,4.38
"OFIX",3,"4968",98.68,22.14,3.84,0.24,7.08000000000001
"OFIX",3,"4969",102.74,22.58,-2.65,-0.13,5.92
"OFIX",3,"4970",108.54,23.32,-3.24,-0.29,7.42
"OFLX",2,"4971",25.61,10.27,4.14,0.41,6.21
"OFLX",2,"4972",23.84,9.15,3.71,0.37,5.69
"OFLX",2,"4973",20.63,8.13,2.64,0.26,4.02
"OFLX",2,"4974",25.64,9.72,4.13,0.41,6.33
"OFLX",2,"4975",23.94,9.16,3.89,0.39,5.85
"OGS",1,"4976",440.75,197.36,42.31,0.8,78.53
"OGS",1,"4977",550.41,263.15,76.46,1.44,125.13
"OGS",1,"4978",550.41,263.15,76.46,1.44,125.13
"OGS",1,"4979",440.75,197.36,42.31,0.8,78.53
"OGS",1,"4980",232.19,52.25,12.74,0.24,30.89
"OGS",1,"4981",245.92,56.46,20.3,0.38,43.62
"OGS",1,"4982",508.36,235.73,64.74,1.22,116.07
"OGS",1,"4983",245.92,56.46,20.3,0.38,43.62
"OGS",1,"4984",508.36,235.73,64.74,1.22,116.07
"OGS",1,"4985",232.19,52.25,12.74,0.24,30.89
"OIS",9,"4986",169.93,125.79,-10.63,-0.21,-16.39
"OIS",9,"4987",179.01,135.77,-10.82,-0.22,-15.62
"OIS",9,"4988",151.47,118.91,-17.68,-0.35,-23.32
"OIS",9,"4989",175.85,136.4,-11.71,-0.23,-17.16
"OIS",9,"4990",169.66,128.81,-13.24,-0.26,-20.1
"OKSB",3,"4991",0,0,6.17,0.33,0
"OKSB",3,"4992",0,0,5.28,0.28,0
"OKSB",3,"4993",0,0,4.25,0.23,0
"OKSB",3,"4994",0,0,7.28,0.38,0
"OKSB",3,"4995",0,0,1.87,0.1,0
"OLBK",3,"4996",0,0,3.97,0.35,0
"OLBK",3,"4997",0,0,4.33,0.39,0
"OLBK",3,"4998",0,0,2.15,0.22,0
"OLBK",3,"4999",0,0,3.13,0.3,0
"OLBK",3,"5000",0,0,3.54,0.32,0
"OLED",3,"5001",64.39,5.68,21.8,0.46,34.02
"OLED",3,"5002",29.7,5.05,1.95,0.04,2.54
"OLED",3,"5003",30.21,6.46,-1.5,-0.03,-3.01
"OLED",3,"5004",55.57,12.99,10.37,0.22,12.06
"OLED",3,"5005",74.58,9.09,25.82,0.57,34.76
"OLLI",4,"5006",227.6,134.67,18.97,0.3,26.94
"OLLI",4,"5007",283.36,169.96,24.42,0.39,40.59
"OLLI",4,"5008",201.99,117.8,10.46,0.17,18.65
"OLLI",4,"5009",193.72,114.7,11.75,0.19,20.98
"OLLI",4,"5010",211.26,127.44,13.13,0.21,21.99
"OLN",1,"5011",1452.7,1284.4,17.5,0.2,67.8
"OLN",1,"5012",1364,1236.9,-1,0.09,23.0999999999999
"OLN",1,"5013",1567.1,1393.7,13.4,0.15,69.5999999999999
"OLN",1,"5014",1385.7,1227,17.5,0.18,69.1000000000001
"OLN",1,"5015",1348.2,1175,-37.9,0.18,-7.39999999999986
"OLP",3,"5016",18.47,2.79,2.87,0.15,7.23
"OLP",3,"5017",33.58,4.49,15.73,0.35,14.63
"OLP",3,"5018",16.34,2.25,3.29,0.16,7.01
"OLP",3,"5019",18.99,2.42,4.39,0.22,8.86
"OLP",3,"5020",18.02,2.23,4.3,0.24,8.21
"OMAM",6,"5021",196.2,0,21.4,0.19,23.5
"OMAM",6,"5022",156.5,0,36.3,0.29,44
"OMAM",6,"5023",149.6,0,30.8,0.26,41
"OMAM",6,"5024",186.6,0,25.3,0.17,30.4
"OMAM",6,"5025",170.8,0,34,0.29,40.2
"OMCL",9,"5026",171.97,97.64,0.16,0,-0.189999999999998
"OMCL",9,"5027",176.74,95.23,1.98,0.05,4.93000000000001
"OMCL",9,"5028",150.55,86.36,-10.75,-0.23,-17.24
"OMCL",9,"5029",172.91,94.89,-1.16,-0.03,-0.120000000000005
"OMCL",9,"5030",171,91.06,-0.38,-0.01,1.84999999999999
"OME",3,"5031",108.75,75.71,14.55,0.66,22
"OME",3,"5032",197.49,139.28,14.04,1,23.61
"OME",3,"5033",73.57,53.38,6.08,0.26,9.79999999999999
"OME",3,"5034",84.58,61.95,4.31,0.26,7.98999999999999
"OME",3,"5035",84.84,60.02,8.38,0.39,14.64
"OMED",2,"5036",6.21,0,-22.61,-0.61,-22.76
"OMED",2,"5037",6.35,0,-27.21,-0.9,-27.25
"OMED",2,"5038",13.02,0,-54.9,-1.68,-55.06
"OMED",2,"5039",6.22,0,-22.34,-0.6,-22.39
"OMED",2,"5040",5.92,0,-25.86,-0.77,-25.93
"OMER",2,"5041",12.26,0.27,-15.09,-0.34,-12.72
"OMER",2,"5042",7.42,0.33,-20.54,-0.54,-19.45
"OMER",2,"5043",10,0.33,-12.61,-0.32,-10.93
"OMER",2,"5044",12.9,0.38,-19.63,-0.32,-17.46
"OMER",2,"5045",11.29,0.38,-13.96,-0.34,-12.04
"OMI",1,"5046",2328.57,2047.39,18.79,0.41,35.5100000000002
"OMI",1,"5047",4939.47,4343.41,51.85,1.01,97.0300000000007
"OMI",1,"5048",2455.79,2159.16,24.14,0.49,44.9699999999998
"OMI",1,"5049",2368.36,2073.38,27.11,0.5,49.0100000000002
"OMI",1,"5050",2415.6,2119.33,29.83,0.51,53.5699999999997
"OMN",8,"5051",187,137.9,-11.2,-0.03,-6.30000000000001
"OMN",8,"5052",174.6,130.7,3.6,0.1,1.79999999999998
"OMN",8,"5053",195.6,143.5,4.7,0.14,6.59999999999999
"OMN",8,"5054",202,143.6,7.2,0.18,10.4
"OMN",8,"5055",175.3,131,-1.1,0,-0.799999999999983
"ONB",9,"5056",0,0,35.99,0.27,0
"ONB",9,"5057",0,0,26.98,0.24,0
"ONB",9,"5058",0,0,33.46,0.25,0
"ONB",9,"5059",0,0,34.71,0.26,0
"ONB",9,"5060",0,0,39.12,0.12,0
"ONCE",2,"5061",1.29,0,-28.68,-1.04,-29.01
"ONCE",2,"5062",1.27,0,-52.29,-1.7,-52.88
"ONCE",2,"5063",16.3,0,-36.84,-0.84,-37.42
"ONCE",2,"5064",1.3,0,-32.56,-1.07,-33.13
"ONCE",2,"5065",1.29,0,-25.58,-0.95,-25.84
"ONDK",3,"5066",92.89,11.28,-11.06,-0.15,-11.25
"ONDK",3,"5067",81.83,9.9,-35.86,-0.5,-36.23
"ONDK",3,"5068",62.62,5.72,-12.57,-0.18,-13.1
"ONDK",3,"5069",77.37,8.45,-16.63,-0.23,-17.06
"ONDK",3,"5070",69.5,8.37,-17.89,-0.25,-18.67
"ONE",2,"5071",55.55,25.93,3.75,0.08,7.33
"ONE",2,"5072",12.37,22.05,16.65,-0.42,-29.29
"ONE",2,"5073",34.48,27.82,-12.65,-0.26,-18
"ONE",2,"5074",45.59,21.47,0,0,-0.449999999999996
"ONE",2,"5075",61.51,27.75,6.86,0.13,11.55
"ONVO",2,"5076",0.89,0.17,-8.77,-0.09,-8.78
"ONVO",2,"5077",0.81,0.18,-10.66,-0.1,-10.69
"ONVO",2,"5078",1.15,0.21,-9.58,-0.09,-9.63
"ONVO",2,"5079",1.38,0.39,-9.44,-0.1,-9.48
"ONVO",2,"5080",0.55,0,-8.37,-0.09,-8.43
"OPB",3,"5081",0,0,0,0,0
"OPB",3,"5082",0,0,16.15,0.45,0
"OPB",3,"5083",0,0,17.28,0.51,0
"OPB",3,"5084",0,0,0,0,0
"OPB",3,"5085",0,0,0,0,0
"OPHT",2,"5086",1.67,0,-60.89,-1.71,-61.21
"OPHT",2,"5087",28.2,0,-29.95,-0.85,-30.55
"OPHT",2,"5088",1.66,0,-43.12,-1.2,-43.48
"OPHT",2,"5089",5.32,0,-66.28,-1.86,-67.06
"OPHT",2,"5090",1.66,0,-43.12,-1.2,-43.48
"OPHT",2,"5091",5.32,0,-66.28,-1.86,-67.06
"OPHT",2,"5092",1.67,0,-60.89,-1.71,-61.21
"OPHT",2,"5093",28.2,0,-29.95,-0.85,-30.55
"OPHT",2,"5094",15.72,0,-36.3,-1.03,-36.75
"OPHT",2,"5095",15.72,0,-36.3,-1.03,-36.75
"OPY",6,"5096",212.07,6.2,5.19,-0.31,-0.280000000000001
"OPY",6,"5097",213.26,5.85,-4.85,-0.41,-1.67000000000002
"OPY",6,"5098",218.94,6.12,-1.79,-0.19,-2.59
"OPY",6,"5099",211.8,5.89,-0.71,-0.08,2.87
"OPY",6,"5100",214.96,6.92,-3.85,-0.24,-2.47
"ORA",5,"5101",166.52,99.88,28.23,0.57,51.23
"ORA",5,"5102",184.62,110.13,12.08,0.24,48.23
"ORA",5,"5103",189.9,115.49,35.31,0.7,59.5
"ORA",5,"5104",189.9,115.49,35.31,0.7,59.5
"ORA",5,"5105",166.52,99.88,28.23,0.57,51.23
"ORA",5,"5106",184.62,110.13,12.08,0.24,48.23
"ORA",5,"5107",159.86,94.06,24.35,0.49,51.89
"ORA",5,"5108",151.59,87.72,29.27,0.59,50.54
"ORA",5,"5109",151.59,87.72,29.27,0.59,50.54
"ORA",5,"5110",159.86,94.06,24.35,0.49,51.89
"ORBC",7,"5111",46.29,23.01,-14.04,-0.1,-12.05
"ORBC",7,"5112",50.06,26.55,-4.17,-0.05,-1.62
"ORBC",7,"5113",51.92,27.22,-3.34,-0.04,-0.379999999999995
"ORBC",7,"5114",46.83,22.75,-3.21,-0.04,-0.710000000000001
"ORBC",7,"5115",43.56,20.64,-2.1,-0.03,-0.109999999999999
"ORC",7,"5116",-12.94,6.2,-20.42,-0.72,-20.42
"ORC",7,"5117",26.78,5.03,20.53,0.85,20.53
"ORC",7,"5118",11.93,4.28,6.46,0.29,6.47
"ORC",7,"5119",11.58,8.02,2.45,0.07,2.45
"ORC",7,"5120",0.91,4.29,-4.59,-0.21,-4.59
"ORIT",3,"5121",0,0,24.27,0.54,0
"ORIT",3,"5122",0,0,12.24,0.28,0
"ORIT",3,"5123",0,0,12.95,0.36,0
"ORIT",3,"5124",0,0,11.38,0.26,0
"ORIT",3,"5125",0,0,10.61,0.24,0
"ORN",3,"5126",144.29,132.64,-6.34,-0.24,-5.29000000000002
"ORN",3,"5127",164.02,139.85,4.74,0.16,9.53
"ORN",3,"5128",138.76,125.77,-1.81,-0.08,-1.48000000000002
"ORN",3,"5129",129.62,114.91,-1.21,-0.05,-0.460000000000008
"ORN",3,"5130",140.3,123.36,-0.81,-0.03,0.280000000000001
"ORRF",7,"5131",0,0,2,0.24,0
"ORRF",7,"5132",0,0,1.93,0.24,0
"ORRF",7,"5133",0,0,2.58,0.32,0
"ORRF",7,"5134",0,0,1.44,0.18,0
"ORRF",7,"5135",0,0,0.68,0.08,0
"OSBC",7,"5136",0,0,5.02,0.17,0
"OSBC",7,"5137",0,0,3.5,0.12,0
"OSBC",7,"5138",0,0,4.57,0.15,0
"OSBC",7,"5139",0,0,3.32,0.11,0
"OSBC",7,"5140",0,0,3.85,0.13,0
"OSIR",2,"5141",25.33,5.39,-0.66,-0.02,0.309999999999999
"OSIR",2,"5142",41.95,9.43,1.28,0.04,1.83000000000001
"OSIR",2,"5143",17.2,3.79,0.65,0.02,1.22
"OSIR",2,"5144",21,4.61,1.38,0.04,1.84
"OSIR",2,"5145",10.29,0.96,-7.37,-0.22,-7.52
"OSIS",6,"5146",242.55,159.95,4.83,0.59,8.70000000000002
"OSIS",6,"5147",220.85,152.77,0.68,0.4,2.09
"OSIS",6,"5148",245.15,159.12,14.02,0.81,19.7
"OSIS",6,"5149",221.47,150.7,5.9,0.55,8.56
"OSIS",6,"5150",210.8,140.75,9.34,0.64,13.34
"OSTK",4,"5151",441.56,361.85,-3.1,-0.12,-5.05000000000001
"OSTK",4,"5152",432.44,345.53,-5.9,-0.23,-2.31
"OSTK",4,"5153",526.18,428.18,3.1,0.12,-0.340000000000032
"OSTK",4,"5154",418.54,342.22,-0.9,-0.04,-5.50999999999999
"OSTK",4,"5155",413.68,336.37,13.43,0.07,17.82
"OSUR",7,"5156",32.25,9.58,6.24,0.11,6.14
"OSUR",7,"5157",32.55,12.24,12.44,0.05,15.87
"OSUR",7,"5158",35.5,11.54,7.2,0.13,7.07
"OSUR",7,"5159",31.36,10.27,3.84,0.07,4.35
"OSUR",7,"5160",29.09,8.78,2.45,0.04,2.7
"OTIC",7,"5161",0.32,0.32,-27.57,-0.91,-27.86
"OTIC",7,"5162",0.08,0.39,-29.68,-0.98,-29.9
"OTIC",7,"5163",0.36,0.46,-27.08,-0.89,-27.38
"OTIC",7,"5164",0.27,0.91,-26.57,-0.88,-26.86
"OTIC",7,"5165",0.36,0.46,-27.08,-0.89,-27.38
"OTIC",7,"5166",0.27,0.91,-26.57,-0.88,-26.86
"OTIC",7,"5167",0.32,0.32,-27.57,-0.91,-27.86
"OTIC",7,"5168",0.08,0.39,-29.68,-0.98,-29.9
"OTIC",7,"5169",0.01,0.01,-26.76,-0.91,-26.87
